status,employees,firm_age,man_gender,sector
Open,103,7,Female,Manufacturing
Open,108,17,Male,Manufacturing
Open,24,15,Male,Manufacturing
Permenant closed,5,10,Male,Other Services
Permenant closed,120,9,Male,Manufacturing
Open,15,18,Male,Manufacturing
Open,22,5,Male,Manufacturing
Open,20,6,Male,Manufacturing
Open,26,17,Male,Manufacturing
Open,170,16,Female,Manufacturing
Open,24,16,Male,Manufacturing
Temporary closed,8,8,Female,Retail
Open,230,24,Male,Other Services
Permenant closed,15,17,Female,Other Services
Open,15,11,Male,Other Services
Open,106,16,Male,Other Services
Open,25,3,Male,Retail
Temporary closed,42,16,Male,Other Services
Open,6,6,Female,Retail
Open,46,9,Female,Retail
Open,23,7,Female,Retail
Open,18,13,Female,Retail
Open,8,11,Male,Other Services
Open,153,17,Male,Manufacturing
Open,52,28,Male,Manufacturing
Open,114,27,Male,Other Services
Open,5,7,Male,Other Services
Open,7,12,Male,Other Services
Open,23,9,Male,Manufacturing
Open,10,17,Male,Other Services
Open,8,12,Male,Other Services
Open,103,19,Male,Other Services
Open,104,17,Male,Other Services
Open,101,16,Male,Other Services
Open,103,7,Male,Other Services
Open,144,7,Male,Other Services
Open,5,15,Male,Other Services
Open,165,18,Male,Other Services
Open,106,11,Male,Other Services
Open,107,9,Male,Other Services
Open,101,15,Male,Other Services
Open,120,16,Male,Other Services
Open,6,3,Male,Other Services
Open,30,9,Male,Other Services
Open,20,8,Male,Other Services
Open,22,2,Male,Other Services
Open,30,8,Female,Other Services
Open,28,14,Male,Other Services
Open,30,24,Male,Other Services
Open,28,12,Male,Other Services
Permenant closed,60,5,Male,Other Services
Open,24,4,Female,Other Services
Open,37,7,Female,Other Services
Open,25,4,Male,Other Services
Open,56,21,Female,Other Services
Open,35,16,Female,Other Services
Open,17,17,Male,Other Services
Open,5,4,Male,Other Services
Open,5,4,Male,Other Services
Open,7,3,Male,Other Services
Open,6,16,Male,Other Services
Open,6,3,Female,Other Services
Permenant closed,150,23,Male,Other Services
Open,8,10,Male,Other Services
Open,8,4,Male,Other Services
Open,16,11,Male,Other Services
Open,17,7,Male,Manufacturing
Open,5,13,Male,Other Services
Open,8,5,Male,Other Services
Open,35,7,Female,Other Services
Open,5,17,Male,Other Services
Open,5,5,Female,Other Services
Open,17,3,Female,Other Services
Temporary closed,15,19,Male,Other Services
Permenant closed,13,4,Male,Other Services
Open,35,15,Male,Other Services
Open,5,12,Male,Other Services
Open,9,11,Male,Other Services
Open,8,3,Female,Other Services
Open,11,9,Female,Other Services
Open,8,5,Male,Other Services
Open,27,9,Female,Other Services
Open,5,13,Female,Other Services
Permenant closed,7,13,Male,Other Services
Open,6,10,Female,Other Services
Open,5,11,Female,Other Services
Open,11,5,Male,Other Services
Open,12,4,Male,Other Services
Temporary closed,25,6,Female,Other Services
Open,15,4,Male,Other Services
Open,52,5,Female,Other Services
Temporary closed,90,19,Male,Other Services
Open,111,23,Male,Other Services
Open,40,21,Male,Other Services
Open,25,6,Male,Other Services
Open,10,3,Female,Other Services
Permenant closed,6,12,Female,Other Services
Open,18,4,Male,Other Services
Open,6,2,Male,Other Services
Open,15,11,Male,Other Services
Open,107,9,Male,Other Services
Open,80,16,Male,Other Services
Open,10,3,Male,Other Services
Open,7,13,Male,Other Services
Open,7,11,Male,Other Services
Open,5,7,Male,Other Services
Temporary closed,18,4,Male,Other Services
Open,96,17,Male,Other Services
Open,15,13,Male,Other Services
Open,15,14,Female,Manufacturing
Open,7,26,Female,Manufacturing
Open,5,12,Male,Manufacturing
Open,17,16,Female,Manufacturing
Open,13,7,Male,Manufacturing
Open,18,5,Female,Manufacturing
Open,58,2,Female,Manufacturing
Open,6,11,Female,Manufacturing
Open,6,14,Female,Manufacturing
Open,11,2,Male,Manufacturing
Permenant closed,15,24,Male,Manufacturing
Open,67,10,Male,Manufacturing
Temporary closed,17,4,Female,Manufacturing
Open,50,52,Female,Manufacturing
Permenant closed,9,2,Male,Manufacturing
Permenant closed,8,16,Male,Manufacturing
Open,7,7,Male,Manufacturing
Open,37,12,Male,Manufacturing
Temporary closed,15,7,Male,Manufacturing
Open,5,15,Female,Manufacturing
Open,5,28,Male,Manufacturing
Permenant closed,6,13,Male,Manufacturing
Open,10,10,Female,Manufacturing
Open,7,7,Female,Manufacturing
Open,15,13,Female,Manufacturing
Temporary closed,15,17,Male,Manufacturing
Open,15,11,Male,Manufacturing
Open,18,45,Female,Manufacturing
Open,15,12,Female,Manufacturing
Open,5,5,Female,Manufacturing
Open,15,4,Female,Manufacturing
Open,5,4,Female,Manufacturing
Temporary closed,10,7,Female,Manufacturing
Open,18,2,Male,Manufacturing
Open,18,5,Male,Manufacturing
Open,8,13,Male,Manufacturing
Open,6,6,Female,Manufacturing
Open,18,5,Male,Manufacturing
Open,8,2,Male,Manufacturing
Permenant closed,14,23,Female,Manufacturing
Permenant closed,5,3,Female,Manufacturing
Open,18,13,Male,Manufacturing
Open,20,9,Male,Manufacturing
Open,18,22,Male,Manufacturing
Open,6,13,Female,Manufacturing
Open,13,3,Female,Manufacturing
Open,6,20,Female,Manufacturing
Open,7,8,Female,Manufacturing
Open,7,3,Male,Manufacturing
Open,11,5,Female,Manufacturing
Open,12,5,Male,Manufacturing
Open,6,17,Male,Manufacturing
Open,5,4,Female,Manufacturing
Open,9,10,Female,Manufacturing
Open,27,9,Female,Manufacturing
Open,8,3,Male,Manufacturing
Open,5,4,Male,Manufacturing
Temporary closed,11,7,Male,Manufacturing
Open,7,2,Female,Manufacturing
Open,14,3,Male,Manufacturing
Open,5,12,Male,Manufacturing
Open,9,18,Female,Manufacturing
Temporary closed,11,5,Male,Manufacturing
Open,5,17,Female,Manufacturing
Permenant closed,7,15,Male,Manufacturing
Open,14,4,Female,Manufacturing
Open,10,14,Male,Manufacturing
Open,14,4,Female,Manufacturing
Open,8,6,Male,Manufacturing
Permenant closed,7,9,Female,Manufacturing
Open,11,7,Male,Manufacturing
Open,11,26,Male,Manufacturing
Open,8,3,Male,Manufacturing
Open,5,2,Female,Manufacturing
Open,15,18,Female,Manufacturing
Open,15,11,Female,Manufacturing
Open,7,14,Female,Manufacturing
Open,137,5,Male,Manufacturing
Temporary closed,14,3,Female,Manufacturing
Open,11,27,Female,Manufacturing
Open,6,10,Male,Manufacturing
Open,12,8,Female,Manufacturing
Open,16,3,Male,Manufacturing
Open,13,8,Male,Manufacturing
Open,6,16,Male,Manufacturing
Open,10,3,Male,Manufacturing
Open,76,8,Male,Manufacturing
Open,6,2,Female,Manufacturing
Open,15,19,Male,Manufacturing
Temporary closed,8,6,Male,Manufacturing
Open,8,7,Male,Manufacturing
Open,15,3,Male,Manufacturing
Open,7,11,Male,Manufacturing
Open,6,20,Female,Manufacturing
Open,8,4,Male,Manufacturing
Open,11,7,Male,Manufacturing
Open,9,3,Male,Manufacturing
Open,6,15,Female,Manufacturing
Open,15,11,Male,Manufacturing
Open,5,3,Male,Manufacturing
Open,12,6,Male,Manufacturing
Open,7,8,Female,Manufacturing
Open,8,21,Male,Manufacturing
Open,12,15,Male,Manufacturing
Open,22,18,Female,Manufacturing
Open,15,17,Male,Manufacturing
Open,24,16,Male,Manufacturing
Open,9,5,Male,Manufacturing
Open,5,3,Female,Manufacturing
Open,5,5,Male,Manufacturing
Open,18,17,Male,Manufacturing
Open,16,12,Male,Manufacturing
Open,15,19,Male,Manufacturing
Open,11,5,Female,Manufacturing
Open,11,2,Female,Manufacturing
Open,25,16,Male,Manufacturing
Permenant closed,15,3,Male,Manufacturing
Open,15,7,Female,Manufacturing
Open,16,24,Female,Manufacturing
Permenant closed,17,2,Male,Manufacturing
Open,15,2,Male,Manufacturing
Open,16,5,Female,Manufacturing
Open,42,15,Female,Manufacturing
Open,5,4,Male,Manufacturing
Open,17,8,Male,Manufacturing
Open,13,13,Male,Manufacturing
Open,11,9,Male,Manufacturing
Open,15,10,Male,Manufacturing
Open,16,17,Male,Manufacturing
Permenant closed,10,8,Female,Manufacturing
Open,8,19,Male,Manufacturing
Open,15,11,Female,Manufacturing
Open,9,17,Female,Manufacturing
Open,16,27,Female,Manufacturing
Open,8,13,Male,Manufacturing
Open,11,6,Male,Manufacturing
Open,12,19,Female,Manufacturing
Open,17,19,Female,Manufacturing
Open,104,5,Female,Manufacturing
Open,5,11,Male,Manufacturing
Open,11,12,Male,Manufacturing
Temporary closed,7,6,Male,Manufacturing
Open,7,6,Male,Manufacturing
Open,7,12,Male,Manufacturing
Open,12,10,Male,Manufacturing
Open,12,7,Female,Manufacturing
Open,10,5,Female,Manufacturing
Open,10,13,Female,Manufacturing
Open,13,16,Male,Manufacturing
Open,5,5,Male,Manufacturing
Open,18,4,Male,Manufacturing
Open,17,24,Female,Manufacturing
Open,9,21,Male,Manufacturing
Open,10,3,Male,Manufacturing
Open,6,19,Female,Manufacturing
Open,17,19,Male,Other Services
Open,13,16,Male,Manufacturing
Open,9,7,Male,Manufacturing
Open,10,16,Male,Manufacturing
Open,18,8,Female,Manufacturing
Open,7,4,Male,Manufacturing
Open,12,4,Male,Manufacturing
Open,12,7,Male,Manufacturing
Temporary closed,19,12,Male,Manufacturing
Open,6,27,Female,Manufacturing
Open,17,10,Male,Manufacturing
Open,15,4,Male,Manufacturing
Open,18,14,Male,Manufacturing
Open,15,3,Female,Manufacturing
Open,50,2,Male,Manufacturing
Open,35,26,Female,Manufacturing
Open,7,6,Male,Manufacturing
Open,7,17,Male,Manufacturing
Open,7,11,Male,Manufacturing
Open,17,7,Female,Manufacturing
Open,6,17,Female,Manufacturing
Temporary closed,12,4,Male,Manufacturing
Open,11,5,Male,Manufacturing
Open,5,12,Male,Manufacturing
Open,7,5,Male,Manufacturing
Open,6,15,Male,Manufacturing
Open,9,8,Female,Manufacturing
Open,10,2,Female,Manufacturing
Open,9,15,Male,Manufacturing
Open,5,5,Male,Manufacturing
Permenant closed,25,20,Male,Manufacturing
Open,250,13,Male,Manufacturing
Open,22,6,Male,Manufacturing
Permenant closed,60,16,Male,Manufacturing
Open,12,9,Male,Manufacturing
Open,40,14,Female,Manufacturing
Temporary closed,87,23,Male,Manufacturing
Open,50,20,Male,Manufacturing
Open,33,2,Male,Manufacturing
Open,35,27,Male,Manufacturing
Open,13,33,Male,Manufacturing
Open,39,18,Male,Manufacturing
Open,28,22,Male,Manufacturing
Open,55,18,Female,Manufacturing
Open,45,11,Male,Manufacturing
Open,29,3,Female,Manufacturing
Open,26,13,Male,Manufacturing
Open,23,14,Male,Manufacturing
Open,35,14,Male,Manufacturing
Open,26,8,Male,Manufacturing
Open,61,28,Male,Manufacturing
Open,65,22,Male,Manufacturing
Open,79,22,Male,Manufacturing
Temporary closed,30,9,Female,Manufacturing
Open,72,16,Male,Manufacturing
Open,30,16,Male,Manufacturing
Open,78,14,Male,Manufacturing
Open,52,7,Male,Manufacturing
Open,75,5,Male,Manufacturing
Open,20,3,Male,Manufacturing
Open,46,19,Male,Manufacturing
Permenant closed,26,17,Female,Manufacturing
Open,23,8,Male,Manufacturing
Open,193,20,Male,Manufacturing
Open,21,4,Male,Manufacturing
Open,51,7,Male,Manufacturing
Open,25,15,Male,Manufacturing
Open,24,5,Female,Manufacturing
Open,46,12,Female,Manufacturing
Open,21,18,Female,Manufacturing
Open,32,12,Male,Manufacturing
Open,17,7,Male,Manufacturing
Open,21,4,Male,Manufacturing
Open,21,14,Male,Manufacturing
Open,31,28,Male,Manufacturing
Open,42,13,Male,Manufacturing
Open,62,17,Male,Manufacturing
Open,60,8,Male,Manufacturing
Open,10,3,Male,Manufacturing
Open,65,3,Male,Manufacturing
Open,32,4,Male,Manufacturing
Open,24,2,Male,Manufacturing
Open,125,75,Male,Manufacturing
Open,21,8,Male,Manufacturing
Open,25,17,Male,Manufacturing
Open,6,16,Male,Manufacturing
Open,40,5,Male,Manufacturing
Open,15,28,Male,Manufacturing
Open,82,20,Female,Manufacturing
Open,52,6,Male,Manufacturing
Permenant closed,100,20,Male,Manufacturing
Permenant closed,41,12,Male,Manufacturing
Open,21,4,Male,Manufacturing
Temporary closed,60,14,Male,Manufacturing
Open,45,15,Male,Manufacturing
Open,45,6,Female,Manufacturing
Open,25,4,Male,Manufacturing
Open,98,17,Female,Manufacturing
Open,35,13,Male,Manufacturing
Open,26,20,Male,Manufacturing
Open,48,19,Male,Manufacturing
Temporary closed,27,2,Male,Manufacturing
Open,24,19,Male,Manufacturing
Open,62,11,Male,Manufacturing
Open,24,4,Male,Manufacturing
Open,27,14,Female,Manufacturing
Open,15,6,Female,Manufacturing
Open,90,7,Male,Manufacturing
Open,96,2,Male,Manufacturing
Open,32,6,Male,Manufacturing
Open,27,12,Male,Manufacturing
Open,23,4,Male,Manufacturing
Open,42,11,Male,Manufacturing
Open,39,16,Male,Manufacturing
Open,96,27,Male,Manufacturing
Open,156,27,Male,Manufacturing
Permenant closed,70,12,Male,Manufacturing
Open,30,15,Male,Manufacturing
Permenant closed,51,7,Male,Manufacturing
Open,38,11,Female,Manufacturing
Open,32,5,Male,Manufacturing
Open,45,17,Male,Manufacturing
Open,25,16,Male,Manufacturing
Open,27,3,Male,Manufacturing
Permenant closed,52,26,Male,Manufacturing
Open,23,18,Male,Manufacturing
Open,32,8,Male,Manufacturing
Permenant closed,25,17,Female,Manufacturing
Open,87,12,Male,Manufacturing
Open,90,16,Male,Manufacturing
Open,23,21,Male,Manufacturing
Open,42,16,Male,Manufacturing
Open,56,21,Female,Manufacturing
Temporary closed,68,20,Male,Manufacturing
Open,26,21,Male,Manufacturing
Open,5,10,Female,Manufacturing
Open,23,10,Male,Manufacturing
Open,32,6,Female,Manufacturing
Open,26,8,Male,Manufacturing
Permenant closed,35,13,Female,Manufacturing
Open,20,13,Male,Manufacturing
Open,47,19,Male,Manufacturing
Open,21,10,Male,Manufacturing
Open,54,23,Male,Manufacturing
Open,90,19,Male,Manufacturing
Open,27,4,Male,Manufacturing
Open,58,22,Male,Manufacturing
Open,23,8,Male,Manufacturing
Open,58,7,Male,Manufacturing
Open,23,18,Male,Manufacturing
Open,23,2,Male,Manufacturing
Open,52,10,Male,Manufacturing
Open,23,6,Male,Manufacturing
Open,45,14,Male,Manufacturing
Open,44,3,Male,Manufacturing
Open,46,14,Male,Manufacturing
Open,30,7,Male,Manufacturing
Open,85,15,Male,Manufacturing
Open,21,3,Male,Manufacturing
Open,88,16,Male,Manufacturing
Open,50,65,Male,Manufacturing
Open,60,8,Male,Manufacturing
Open,28,11,Male,Manufacturing
Temporary closed,60,8,Male,Manufacturing
Open,53,5,Male,Manufacturing
Open,25,20,Female,Manufacturing
Open,84,4,Male,Manufacturing
Open,23,11,Male,Manufacturing
Open,85,62,Male,Manufacturing
Open,87,5,Male,Manufacturing
Open,65,3,Female,Manufacturing
Open,35,2,Male,Manufacturing
Open,23,4,Male,Manufacturing
Open,41,16,Male,Manufacturing
Open,143,25,Male,Manufacturing
Open,43,8,Male,Manufacturing
Temporary closed,23,4,Female,Manufacturing
Open,35,4,Male,Manufacturing
Open,76,21,Male,Manufacturing
Open,32,27,Male,Manufacturing
Open,90,65,Male,Manufacturing
Open,78,9,Male,Manufacturing
Open,25,13,Female,Manufacturing
Open,79,17,Male,Manufacturing
Open,38,12,Male,Manufacturing
Open,45,4,Male,Manufacturing
Open,43,12,Male,Manufacturing
Open,49,17,Male,Manufacturing
Open,97,16,Male,Manufacturing
Open,150,17,Male,Manufacturing
Open,38,9,Male,Manufacturing
Open,14,3,Male,Other Services
Open,130,6,Male,Manufacturing
Open,13,7,Male,Manufacturing
Open,100,10,Male,Manufacturing
Open,103,5,Male,Manufacturing
Open,109,5,Female,Manufacturing
Open,102,19,Male,Manufacturing
Temporary closed,150,15,Male,Manufacturing
Open,104,14,Male,Manufacturing
Open,150,6,Male,Manufacturing
Open,135,10,Male,Manufacturing
Open,120,7,Male,Manufacturing
Open,102,12,Male,Manufacturing
Open,102,16,Male,Manufacturing
Open,20,11,Male,Manufacturing
Open,97,14,Male,Manufacturing
Open,140,18,Male,Manufacturing
Open,162,10,Male,Manufacturing
Open,137,13,Male,Manufacturing
Open,106,17,Male,Manufacturing
Open,111,17,Male,Manufacturing
Temporary closed,108,17,Male,Manufacturing
Open,150,10,Male,Manufacturing
Open,158,17,Male,Manufacturing
Open,125,26,Male,Manufacturing
Open,101,16,Male,Manufacturing
Open,107,8,Male,Manufacturing
Open,117,13,Male,Manufacturing
Open,101,11,Male,Manufacturing
Open,184,15,Male,Manufacturing
Open,145,6,Male,Manufacturing
Open,20,4,Male,Manufacturing
Open,110,27,Male,Manufacturing
Open,152,8,Male,Manufacturing
Open,10,6,Male,Manufacturing
Open,105,17,Male,Manufacturing
Open,151,17,Male,Manufacturing
Open,112,14,Male,Manufacturing
Open,108,7,Male,Manufacturing
Open,104,10,Male,Manufacturing
Open,200,10,Male,Manufacturing
Open,142,14,Female,Manufacturing
Open,100,17,Male,Manufacturing
Open,240,19,Male,Manufacturing
Open,112,10,Male,Manufacturing
Open,171,25,Male,Manufacturing
Open,107,8,Female,Manufacturing
Open,242,16,Female,Manufacturing
Open,103,7,Male,Manufacturing
Open,163,12,Male,Manufacturing
Open,112,22,Male,Manufacturing
Permenant closed,32,6,Male,Manufacturing
Open,103,10,Male,Manufacturing
Open,191,7,Male,Manufacturing
Open,129,16,Male,Manufacturing
Open,108,7,Male,Manufacturing
Open,103,15,Male,Manufacturing
Open,120,10,Male,Manufacturing
Open,53,20,Male,Manufacturing
Open,139,11,Male,Manufacturing
Open,102,12,Male,Manufacturing
Open,117,17,Male,Manufacturing
Open,85,11,Male,Manufacturing
Open,190,17,Male,Manufacturing
Open,144,15,Male,Manufacturing
Open,25,21,Female,Manufacturing
Open,104,15,Male,Manufacturing
Open,187,17,Male,Manufacturing
Open,242,15,Male,Manufacturing
Open,230,17,Male,Manufacturing
Open,222,6,Male,Manufacturing
Open,103,24,Male,Manufacturing
Open,128,22,Male,Manufacturing
Open,210,26,Male,Manufacturing
Temporary closed,150,16,Male,Manufacturing
Open,102,15,Male,Manufacturing
Open,111,13,Male,Manufacturing
Open,25,4,Male,Other Services
Open,179,10,Male,Manufacturing
Open,250,17,Male,Manufacturing
Open,120,13,Male,Manufacturing
Open,102,12,Male,Manufacturing
Open,141,23,Female,Manufacturing
Open,250,17,Male,Manufacturing
Open,123,21,Male,Manufacturing
Open,120,17,Male,Manufacturing
Open,182,22,Male,Manufacturing
Open,108,15,Male,Manufacturing
Open,220,21,Male,Manufacturing
Open,213,17,Male,Manufacturing
Open,184,24,Male,Manufacturing
Open,101,12,Male,Manufacturing
Open,100,26,Female,Manufacturing
Open,240,17,Male,Manufacturing
Open,109,14,Male,Manufacturing
Open,104,15,Female,Manufacturing
Open,109,8,Male,Manufacturing
Open,240,16,Male,Manufacturing
Open,107,9,Male,Manufacturing
Open,221,17,Male,Manufacturing
Open,149,8,Male,Manufacturing
Open,109,14,Male,Manufacturing
Open,111,17,Male,Manufacturing
Open,111,10,Male,Manufacturing
Open,123,8,Male,Manufacturing
Open,107,8,Female,Manufacturing
Open,109,16,Male,Manufacturing
Open,22,4,Male,Manufacturing
Open,235,17,Male,Manufacturing
Open,206,19,Male,Manufacturing
Open,134,13,Male,Manufacturing
Open,103,13,Male,Manufacturing
Open,248,11,Male,Manufacturing
Open,132,20,Male,Manufacturing
Temporary closed,113,11,Male,Manufacturing
Open,150,9,Male,Manufacturing
Permenant closed,106,22,Male,Manufacturing
Open,137,17,Male,Manufacturing
Open,165,8,Female,Manufacturing
Open,103,6,Male,Manufacturing
Open,250,20,Male,Manufacturing
Open,196,45,Male,Manufacturing
Open,100,16,Male,Manufacturing
Open,101,5,Male,Manufacturing
Open,8,15,Male,Manufacturing
Open,105,2,Male,Manufacturing
Open,151,7,Male,Manufacturing
Open,139,24,Male,Manufacturing
Open,96,73,Male,Manufacturing
Open,89,11,Male,Manufacturing
Open,126,6,Female,Manufacturing
Open,190,17,Male,Manufacturing
Open,205,61,Male,Manufacturing
Open,26,9,Male,Other Services
Open,55,6,Male,Manufacturing
Open,165,17,Male,Manufacturing
Open,135,18,Male,Manufacturing
Open,200,10,Female,Manufacturing
Open,106,26,Male,Manufacturing
Open,107,8,Male,Manufacturing
Open,110,24,Male,Manufacturing
Open,11,3,Female,Retail
Open,12,17,Male,Retail
Open,16,9,Male,Retail
Permenant closed,7,6,Male,Retail
Open,9,3,Male,Retail
Open,26,12,Female,Retail
Open,12,19,Female,Retail
Open,10,27,Male,Retail
Open,19,17,Male,Retail
Temporary closed,5,2,Female,Retail
Open,6,20,Male,Retail
Open,12,25,Male,Retail
Open,10,6,Male,Other Services
Open,10,16,Male,Retail
Open,12,13,Male,Retail
Open,5,10,Male,Retail
Open,7,17,Male,Retail
Temporary closed,16,15,Female,Retail
Temporary closed,8,6,Female,Retail
Open,22,10,Female,Retail
Open,25,22,Male,Other Services
Open,46,11,Female,Retail
Open,31,14,Female,Retail
Open,26,2,Female,Other Services
Open,95,17,Male,Retail
Permenant closed,26,16,Female,Retail
Open,39,16,Male,Retail
Open,6,9,Female,Retail
Open,29,9,Male,Retail
Open,6,4,Female,Retail
Open,6,6,Female,Retail
Open,28,27,Male,Retail
Open,27,17,Male,Retail
Open,62,3,Male,Retail
Open,88,9,Female,Retail
Open,45,8,Male,Retail
Open,8,4,Female,Retail
Open,35,7,Male,Retail
Open,27,9,Male,Retail
Open,10,6,Male,Retail
Open,23,16,Male,Retail
Open,7,19,Female,Retail
Open,127,16,Male,Retail
Open,144,7,Male,Retail
Open,12,8,Female,Retail
Open,102,19,Male,Retail
Open,128,14,Male,Retail
Open,27,9,Female,Retail
Open,41,16,Male,Retail
Open,204,17,Male,Retail
Open,108,13,Male,Retail
Open,62,17,Male,Retail
Open,10,8,Female,Retail
Open,120,8,Male,Retail
Open,98,19,Male,Retail
Open,167,18,Male,Retail
Open,150,14,Male,Retail
Open,109,17,Male,Other Services
Open,115,20,Female,Retail
Open,18,18,Male,Manufacturing
Temporary closed,19,12,Male,Manufacturing
Temporary closed,22,12,Male,Manufacturing
Open,14,16,Male,Manufacturing
Open,1,19,Male,Manufacturing
Temporary closed,5,24,Male,Manufacturing
Open,14,5,Male,Manufacturing
Temporary closed,3,14,Male,Manufacturing
Temporary closed,6,12,Male,Manufacturing
Open,3,30,Male,Manufacturing
Open,1,11,Male,Other Services
Open,25,23,Male,Manufacturing
Temporary closed,15,24,Male,Manufacturing
Open,30,24,Male,Manufacturing
Open,35,19,Female,Manufacturing
Open,16,16,Male,Other Services
Temporary closed,67,26,Female,Manufacturing
Open,80,75,Male,Manufacturing
Open,6,14,Female,Retail
Permenant closed,2,18,Male,Retail
Temporary closed,18,17,Male,Manufacturing
Open,16,24,Female,Retail
Open,6,24,Female,Retail
Open,3,24,Male,Retail
Temporary closed,11,27,Male,Retail
Open,3,24,Female,Retail
Open,12,26,Female,Retail
Open,6,9,Male,Manufacturing
Temporary closed,10,10,Female,Retail
Open,2,18,Male,Other Services
Open,15,25,Male,Retail
Open,14,16,Male,Retail
Open,53,17,Male,Retail
Open,26,26,Male,Other Services
Open,17,24,Male,Retail
Open,70,27,Male,Retail
Open,155,24,Male,Other Services
Open,68,14,Male,Other Services
Open,4,15,Male,Other Services
Open,5,25,Male,Manufacturing
Temporary closed,3,25,Male,Other Services
Open,5,17,Male,Other Services
Open,11,13,Male,Manufacturing
Open,6,14,Male,Other Services
Open,20,21,Female,Retail
Open,20,13,Male,Other Services
Open,4,21,Male,Other Services
Open,1,22,Male,Other Services
Open,11,19,Male,Other Services
Open,9,14,Male,Other Services
Open,6,23,Male,Other Services
Open,20,27,Male,Other Services
Open,60,20,Male,Other Services
Open,115,27,Male,Other Services
Open,25,18,Male,Manufacturing
Open,140,19,Male,Other Services
Open,20,15,Male,Other Services
Open,35,23,Male,Manufacturing
Open,174,73,Male,Other Services
Open,200,19,Male,Other Services
Open,9,23,Male,Manufacturing
Temporary closed,7,15,Male,Manufacturing
Open,6,25,Male,Manufacturing
Open,21,24,Male,Manufacturing
Open,110,45,Male,Manufacturing
Open,5,24,Female,Retail
Temporary closed,45,44,Female,Manufacturing
Open,5,27,Male,Manufacturing
Open,3,16,Male,Retail
Open,28,19,Male,Other Services
Open,50,17,Male,Other Services
Open,80,26,Male,Other Services
Open,8,21,Female,Retail
Open,13,17,Male,Manufacturing
Open,11,27,Male,Manufacturing
Open,24,15,Male,Manufacturing
Open,45,20,Female,Manufacturing
Open,30,6,Male,Other Services
Temporary closed,30,13,Male,Manufacturing
Open,90,13,Male,Manufacturing
Open,5,11,Male,Retail
Open,3,19,Male,Retail
Open,30,24,Female,Retail
Open,6,24,Female,Retail
Open,6,25,Female,Retail
Permenant closed,4,23,Female,Retail
Open,21,25,Male,Retail
Open,32,11,Male,Retail
Open,8,13,Male,Retail
Open,4,20,Male,Retail
Temporary closed,4,21,Female,Retail
Open,7,24,Female,Other Services
Temporary closed,58,24,Male,Other Services
Temporary closed,15,25,Male,Other Services
Open,36,15,Male,Other Services
Open,20,12,Male,Manufacturing
Open,10,24,Male,Manufacturing
Open,120,11,Male,Manufacturing
Open,250,25,Male,Manufacturing
Open,3,15,Female,Retail
Temporary closed,13,23,Female,Retail
Open,6,10,Male,Manufacturing
Open,32,26,Male,Retail
Open,26,23,Male,Retail
Open,126,26,Male,Other Services
Open,55,23,Female,Other Services
Open,38,20,Female,Other Services
Open,150,21,Male,Manufacturing
Open,25,22,Female,Manufacturing
Open,19,18,Male,Other Services
Open,42,11,Male,Retail
Open,28,17,Male,Manufacturing
Temporary closed,20,25,Female,Retail
Open,8,25,Male,Retail
Open,10,11,Male,Manufacturing
Open,7,26,Male,Other Services
Temporary closed,5,47,Male,Other Services
Open,14,18,Female,Retail
Temporary closed,5,19,Male,Retail
Temporary closed,24,19,Female,Manufacturing
Open,8,30,Female,Retail
Open,6,27,Male,Retail
Open,12,55,Female,Retail
Temporary closed,13,24,Male,Other Services
Open,18,16,Male,Manufacturing
Open,50,17,Male,Manufacturing
Temporary closed,25,20,Male,Retail
Open,67,18,Male,Manufacturing
Open,50,20,Male,Other Services
Open,8,16,Male,Manufacturing
Open,36,13,Female,Other Services
Open,62,21,Male,Retail
Open,20,24,Female,Other Services
Open,17,22,Male,Other Services
Open,27,12,Female,Retail
Open,182,21,Male,Manufacturing
Open,70,21,Female,Other Services
Open,50,23,Male,Other Services
Open,117,22,Male,Manufacturing
Open,45,25,Male,Other Services
Open,25,21,Male,Manufacturing
Open,200,24,Male,Manufacturing
Open,172,26,Male,Other Services
Temporary closed,100,25,Female,Retail
Open,85,13,Male,Manufacturing
Open,30,23,Male,Manufacturing
Open,5,23,Male,Retail
Open,28,22,Male,Other Services
Open,96,20,Male,Manufacturing
Open,215,21,Male,Other Services
Open,45,18,Male,Other Services
Open,47,24,Male,Other Services
Open,75,24,Male,Other Services
Open,29,14,Female,Retail
Open,160,25,Male,Other Services
Open,158,21,Male,Manufacturing
Open,30,18,Male,Other Services
Temporary closed,55,23,Male,Other Services
Open,98,25,Male,Manufacturing
Open,160,58,Male,Other Services
Open,203,75,Male,Manufacturing
Open,26,27,Female,Manufacturing
Open,150,20,Male,Manufacturing
Open,209,21,Male,Other Services
Open,128,15,Male,Other Services
Open,24,19,Female,Manufacturing
Open,99,18,Male,Manufacturing
Open,6,25,Female,Retail
Open,113,22,Male,Manufacturing
Open,23,23,Male,Retail
Open,95,26,Male,Other Services
Open,30,26,Female,Retail
Open,17,11,Male,Retail
Open,10,20,Female,Retail
Open,37,21,Male,Manufacturing
Open,35,15,Female,Manufacturing
Open,7,24,Female,Retail
Open,30,23,Male,Retail
Open,150,27,Male,Manufacturing
Open,60,15,Male,Manufacturing
Open,20,17,Male,Manufacturing
Open,25,14,Male,Other Services
Open,97,19,Male,Manufacturing
Open,70,15,Male,Manufacturing
